id	original_sentence	auxiliary_sentence	label
2030	- north of location - 1	what do you think of the transit location of location - 1 ?	None
2031	if by `` ends ' '  you mean east end and location - 1 , they are just description of parts of london	what do you think of the general of location - 1 ?	None
2031	if by `` ends ' '  you mean east end and location - 1 , they are just description of parts of london	what do you think of the price of location - 1 ?	None
2031	if by `` ends ' '  you mean east end and location - 1 , they are just description of parts of london	what do you think of the safety of location - 1 ?	None
2031	if by `` ends ' '  you mean east end and location - 1 , they are just description of parts of london	what do you think of the transit location of location - 1 ?	None
2032	i am moving to london as i have just got a job in location - 1 which is nw6 ( i think	what do you think of the general of location - 1 ?	None
2032	i am moving to london as i have just got a job in location - 1 which is nw6 ( i think	what do you think of the price of location - 1 ?	None
2032	i am moving to london as i have just got a job in location - 1 which is nw6 ( i think	what do you think of the safety of location - 1 ?	None
2032	i am moving to london as i have just got a job in location - 1 which is nw6 ( i think	what do you think of the transit location of location - 1 ?	None
2033	i might live on residence or i might live in an apartment ( if i got accepted ) i ' ve been to location - 1 once , and i watch the show skins ( best show ever ) but yeah	what do you think of the general of location - 1 ?	None
2033	i might live on residence or i might live in an apartment ( if i got accepted ) i ' ve been to location - 1 once , and i watch the show skins ( best show ever ) but yeah	what do you think of the price of location - 1 ?	None
2033	i might live on residence or i might live in an apartment ( if i got accepted ) i ' ve been to location - 1 once , and i watch the show skins ( best show ever ) but yeah	what do you think of the safety of location - 1 ?	None
2033	i might live on residence or i might live in an apartment ( if i got accepted ) i ' ve been to location - 1 once , and i watch the show skins ( best show ever ) but yeah	what do you think of the transit location of location - 1 ?	None
2034	well depends what your really into , if your willing to travel far to work or wherever , and btw pinky , whats wrong with location - 1 haa	what do you think of the general of location - 1 ?	None
2034	well depends what your really into , if your willing to travel far to work or wherever , and btw pinky , whats wrong with location - 1 haa	what do you think of the price of location - 1 ?	None
2034	well depends what your really into , if your willing to travel far to work or wherever , and btw pinky , whats wrong with location - 1 haa	what do you think of the safety of location - 1 ?	None
2034	well depends what your really into , if your willing to travel far to work or wherever , and btw pinky , whats wrong with location - 1 haa	what do you think of the transit location of location - 1 ?	None
2035	the cheapest of these areas are generally in the east location - 1 is ok , rentals start from about 650 per month for a two bedroom flat there	what do you think of the general of location - 1 ?	None
2035	the cheapest of these areas are generally in the east location - 1 is ok , rentals start from about 650 per month for a two bedroom flat there	what do you think of the price of location - 1 ?	Positive
2035	the cheapest of these areas are generally in the east location - 1 is ok , rentals start from about 650 per month for a two bedroom flat there	what do you think of the safety of location - 1 ?	None
2035	the cheapest of these areas are generally in the east location - 1 is ok , rentals start from about 650 per month for a two bedroom flat there	what do you think of the transit location of location - 1 ?	None
2036	location - 1 isnt too bad , really	what do you think of the general of location - 1 ?	Positive
2036	location - 1 isnt too bad , really	what do you think of the price of location - 1 ?	None
2036	location - 1 isnt too bad , really	what do you think of the safety of location - 1 ?	None
2036	location - 1 isnt too bad , really	what do you think of the transit location of location - 1 ?	None
2037	location - 1 ( n1 n2 ) is a nice area with easy links to get into central london , its not too expensive either	what do you think of the general of location - 1 ?	Positive
2037	location - 1 ( n1 n2 ) is a nice area with easy links to get into central london , its not too expensive either	what do you think of the price of location - 1 ?	Positive
2037	location - 1 ( n1 n2 ) is a nice area with easy links to get into central london , its not too expensive either	what do you think of the safety of location - 1 ?	None
2037	location - 1 ( n1 n2 ) is a nice area with easy links to get into central london , its not too expensive either	what do you think of the transit location of location - 1 ?	Positive
2038	i lived in location - 1 for 12 years and never felt unsafe	what do you think of the general of location - 1 ?	None
2038	i lived in location - 1 for 12 years and never felt unsafe	what do you think of the price of location - 1 ?	None
2038	i lived in location - 1 for 12 years and never felt unsafe	what do you think of the safety of location - 1 ?	Positive
2038	i lived in location - 1 for 12 years and never felt unsafe	what do you think of the transit location of location - 1 ?	None
2039	there is rivalry between location - 1 of the river thames and south of it	what do you think of the general of location - 1 ?	None
2039	there is rivalry between location - 1 of the river thames and south of it	what do you think of the price of location - 1 ?	None
2039	there is rivalry between location - 1 of the river thames and south of it	what do you think of the safety of location - 1 ?	None
2039	there is rivalry between location - 1 of the river thames and south of it	what do you think of the transit location of location - 1 ?	None
2040	the 2 brewers : 114 location - 1 high st , london , greater london sw4 7uj established in 1981 and still hopping	what do you think of the general of location - 1 ?	None
2040	the 2 brewers : 114 location - 1 high st , london , greater london sw4 7uj established in 1981 and still hopping	what do you think of the price of location - 1 ?	None
2040	the 2 brewers : 114 location - 1 high st , london , greater london sw4 7uj established in 1981 and still hopping	what do you think of the safety of location - 1 ?	None
2040	the 2 brewers : 114 location - 1 high st , london , greater london sw4 7uj established in 1981 and still hopping	what do you think of the transit location of location - 1 ?	None
2041	over the years london has grown so much that there is a number of suburbs including location - 1	what do you think of the general of location - 1 ?	None
2041	over the years london has grown so much that there is a number of suburbs including location - 1	what do you think of the price of location - 1 ?	None
2041	over the years london has grown so much that there is a number of suburbs including location - 1	what do you think of the safety of location - 1 ?	None
2041	over the years london has grown so much that there is a number of suburbs including location - 1	what do you think of the transit location of location - 1 ?	None
2042	depends how much money you have to spend but avoid most of the location - 1 , bad transport and alot trouble	what do you think of the general of location - 1 ?	None
2042	depends how much money you have to spend but avoid most of the location - 1 , bad transport and alot trouble	what do you think of the price of location - 1 ?	None
2042	depends how much money you have to spend but avoid most of the location - 1 , bad transport and alot trouble	what do you think of the safety of location - 1 ?	Negative
2042	depends how much money you have to spend but avoid most of the location - 1 , bad transport and alot trouble	what do you think of the transit location of location - 1 ?	Negative
2043	location - 1 , as generally the ` cheapest '  part of london in which to live , has been the ` landing '  place for most of the immigatrion into the uk since records began	what do you think of the general of location - 1 ?	None
2043	location - 1 , as generally the ` cheapest '  part of london in which to live , has been the ` landing '  place for most of the immigatrion into the uk since records began	what do you think of the price of location - 1 ?	Positive
2043	location - 1 , as generally the ` cheapest '  part of london in which to live , has been the ` landing '  place for most of the immigatrion into the uk since records began	what do you think of the safety of location - 1 ?	None
2043	location - 1 , as generally the ` cheapest '  part of london in which to live , has been the ` landing '  place for most of the immigatrion into the uk since records began	what do you think of the transit location of location - 1 ?	None
2044	there is a good music bar at location - 1 called the swan which has live cover bands	what do you think of the general of location - 1 ?	None
2044	there is a good music bar at location - 1 called the swan which has live cover bands	what do you think of the price of location - 1 ?	None
2044	there is a good music bar at location - 1 called the swan which has live cover bands	what do you think of the safety of location - 1 ?	None
2044	there is a good music bar at location - 1 called the swan which has live cover bands	what do you think of the transit location of location - 1 ?	None
2045	ive never had trouble or my girlfriend id keep away from brixon and location - 2 though those places are dodgyest and location - 1	what do you think of the general of location - 1 ?	None
2045	ive never had trouble or my girlfriend id keep away from brixon and location - 2 though those places are dodgyest and location - 1	what do you think of the price of location - 1 ?	None
2045	ive never had trouble or my girlfriend id keep away from brixon and location - 2 though those places are dodgyest and location - 1	what do you think of the safety of location - 1 ?	None
2045	ive never had trouble or my girlfriend id keep away from brixon and location - 2 though those places are dodgyest and location - 1	what do you think of the transit location of location - 1 ?	None
2046	parts of location - 1 ai n' t bad- ( although parts of it are quite expensive	what do you think of the general of location - 1 ?	Positive
2046	parts of location - 1 ai n' t bad- ( although parts of it are quite expensive	what do you think of the price of location - 1 ?	Negative
2046	parts of location - 1 ai n' t bad- ( although parts of it are quite expensive	what do you think of the safety of location - 1 ?	None
2046	parts of location - 1 ai n' t bad- ( although parts of it are quite expensive	what do you think of the transit location of location - 1 ?	None
2047	however you ' re unlikely to find anything decent and cheap in location - 1	what do you think of the general of location - 1 ?	None
2047	however you ' re unlikely to find anything decent and cheap in location - 1	what do you think of the price of location - 1 ?	Negative
2047	however you ' re unlikely to find anything decent and cheap in location - 1	what do you think of the safety of location - 1 ?	None
2047	however you ' re unlikely to find anything decent and cheap in location - 1	what do you think of the transit location of location - 1 ?	None
2048	location - 1 ' s cheaper than location - 2 , it has a direct train connection to location - 1 ( 30-40 mins )	what do you think of the general of location - 1 ?	None
2048	location - 1 ' s cheaper than location - 2 , it has a direct train connection to location - 1 ( 30-40 mins )	what do you think of the price of location - 1 ?	Positive
2048	location - 1 ' s cheaper than location - 2 , it has a direct train connection to location - 1 ( 30-40 mins )	what do you think of the safety of location - 1 ?	None
2048	location - 1 ' s cheaper than location - 2 , it has a direct train connection to location - 1 ( 30-40 mins )	what do you think of the transit location of location - 1 ?	Positive
2049	ei=utf-8andp=location - 1 % 20londonandfr2=tab-webandfr=	what do you think of the general of location - 1 ?	None
2049	ei=utf-8andp=location - 1 % 20londonandfr2=tab-webandfr=	what do you think of the price of location - 1 ?	None
2049	ei=utf-8andp=location - 1 % 20londonandfr2=tab-webandfr=	what do you think of the safety of location - 1 ?	None
2049	ei=utf-8andp=location - 1 % 20londonandfr2=tab-webandfr=	what do you think of the transit location of location - 1 ?	None
2050	if you ' re a young male drug-dealer who takes part in the occasional heist , then yes , location - 1 could be dangerous for you	what do you think of the general of location - 1 ?	None
2050	if you ' re a young male drug-dealer who takes part in the occasional heist , then yes , location - 1 could be dangerous for you	what do you think of the price of location - 1 ?	None
2050	if you ' re a young male drug-dealer who takes part in the occasional heist , then yes , location - 1 could be dangerous for you	what do you think of the safety of location - 1 ?	Negative
2050	if you ' re a young male drug-dealer who takes part in the occasional heist , then yes , location - 1 could be dangerous for you	what do you think of the transit location of location - 1 ?	None
2051	i ' ve learned that location - 1 is home to luxiury and wealth	what do you think of the general of location - 1 ?	None
2051	i ' ve learned that location - 1 is home to luxiury and wealth	what do you think of the price of location - 1 ?	Negative
2051	i ' ve learned that location - 1 is home to luxiury and wealth	what do you think of the safety of location - 1 ?	None
2051	i ' ve learned that location - 1 is home to luxiury and wealth	what do you think of the transit location of location - 1 ?	None
2052	nice area with lots of young professionals is location - 1	what do you think of the general of location - 1 ?	Positive
2052	nice area with lots of young professionals is location - 1	what do you think of the price of location - 1 ?	None
2052	nice area with lots of young professionals is location - 1	what do you think of the safety of location - 1 ?	None
2052	nice area with lots of young professionals is location - 1	what do you think of the transit location of location - 1 ?	None
2053	i have had a look on internet and it seems there are areas very unsafe there like location - 1	what do you think of the general of location - 1 ?	None
2053	i have had a look on internet and it seems there are areas very unsafe there like location - 1	what do you think of the price of location - 1 ?	None
2053	i have had a look on internet and it seems there are areas very unsafe there like location - 1	what do you think of the safety of location - 1 ?	Negative
2053	i have had a look on internet and it seems there are areas very unsafe there like location - 1	what do you think of the transit location of location - 1 ?	None
2054	i like location - 1 alot , idk if that ' s in zone one or not , it ' s emediatly to the west of the eye and east of location - 1	what do you think of the general of location - 1 ?	Positive
2054	i like location - 1 alot , idk if that ' s in zone one or not , it ' s emediatly to the west of the eye and east of location - 1	what do you think of the price of location - 1 ?	None
2054	i like location - 1 alot , idk if that ' s in zone one or not , it ' s emediatly to the west of the eye and east of location - 1	what do you think of the safety of location - 1 ?	None
2054	i like location - 1 alot , idk if that ' s in zone one or not , it ' s emediatly to the west of the eye and east of location - 1	what do you think of the transit location of location - 1 ?	None
2055	location - 1 is great if you need to get somewhere like victroia , lambeth or surrey	what do you think of the general of location - 1 ?	Positive
2055	location - 1 is great if you need to get somewhere like victroia , lambeth or surrey	what do you think of the price of location - 1 ?	None
2055	location - 1 is great if you need to get somewhere like victroia , lambeth or surrey	what do you think of the safety of location - 1 ?	None
2055	location - 1 is great if you need to get somewhere like victroia , lambeth or surrey	what do you think of the transit location of location - 1 ?	None
2056	enjoy location - 1	what do you think of the general of location - 1 ?	None
2056	enjoy location - 1	what do you think of the price of location - 1 ?	None
2056	enjoy location - 1	what do you think of the safety of location - 1 ?	None
2056	enjoy location - 1	what do you think of the transit location of location - 1 ?	None
2057	sussex gardens oh and sorry but your hotels in location - 2 and location - 1 area	what do you think of the general of location - 1 ?	None
2057	sussex gardens oh and sorry but your hotels in location - 2 and location - 1 area	what do you think of the price of location - 1 ?	None
2057	sussex gardens oh and sorry but your hotels in location - 2 and location - 1 area	what do you think of the safety of location - 1 ?	None
2057	sussex gardens oh and sorry but your hotels in location - 2 and location - 1 area	what do you think of the transit location of location - 1 ?	None
2058	location - 1 used to be in kent many years ago , but it is within living memory , so it is still associated with kent	what do you think of the general of location - 1 ?	None
2058	location - 1 used to be in kent many years ago , but it is within living memory , so it is still associated with kent	what do you think of the price of location - 1 ?	None
2058	location - 1 used to be in kent many years ago , but it is within living memory , so it is still associated with kent	what do you think of the safety of location - 1 ?	None
2058	location - 1 used to be in kent many years ago , but it is within living memory , so it is still associated with kent	what do you think of the transit location of location - 1 ?	None
2059	church street in location - 1	what do you think of the general of location - 1 ?	None
2059	church street in location - 1	what do you think of the price of location - 1 ?	None
2059	church street in location - 1	what do you think of the safety of location - 1 ?	None
2059	church street in location - 1	what do you think of the transit location of location - 1 ?	None
2060	is it because location - 1 is a ` poor and more multicultural area ' 	what do you think of the general of location - 1 ?	Negative
2060	is it because location - 1 is a ` poor and more multicultural area ' 	what do you think of the price of location - 1 ?	None
2060	is it because location - 1 is a ` poor and more multicultural area ' 	what do you think of the safety of location - 1 ?	None
2060	is it because location - 1 is a ` poor and more multicultural area ' 	what do you think of the transit location of location - 1 ?	None
2061	location - 2 has always been the most changing part of london , from the changes made to the location - 1 , the regeneration in inland parts , it is a very beautiful area , and the people are nice	what do you think of the general of location - 1 ?	Positive
2061	location - 2 has always been the most changing part of london , from the changes made to the location - 1 , the regeneration in inland parts , it is a very beautiful area , and the people are nice	what do you think of the price of location - 1 ?	None
2061	location - 2 has always been the most changing part of london , from the changes made to the location - 1 , the regeneration in inland parts , it is a very beautiful area , and the people are nice	what do you think of the safety of location - 1 ?	None
2061	location - 2 has always been the most changing part of london , from the changes made to the location - 1 , the regeneration in inland parts , it is a very beautiful area , and the people are nice	what do you think of the transit location of location - 1 ?	None
2062	location - 1 on the other hand , now thats alot more up-class	what do you think of the general of location - 1 ?	Positive
2062	location - 1 on the other hand , now thats alot more up-class	what do you think of the price of location - 1 ?	None
2062	location - 1 on the other hand , now thats alot more up-class	what do you think of the safety of location - 1 ?	None
2062	location - 1 on the other hand , now thats alot more up-class	what do you think of the transit location of location - 1 ?	None
2063	i would not feel safe walking at night in location - 1	what do you think of the general of location - 1 ?	None
2063	i would not feel safe walking at night in location - 1	what do you think of the price of location - 1 ?	None
2063	i would not feel safe walking at night in location - 1	what do you think of the safety of location - 1 ?	Negative
2063	i would not feel safe walking at night in location - 1	what do you think of the transit location of location - 1 ?	None
2064	location - 1 in surrey is a lovely place	what do you think of the general of location - 1 ?	Positive
2064	location - 1 in surrey is a lovely place	what do you think of the price of location - 1 ?	None
2064	location - 1 in surrey is a lovely place	what do you think of the safety of location - 1 ?	None
2064	location - 1 in surrey is a lovely place	what do you think of the transit location of location - 1 ?	None
2065	you would likely have to share a bedsit first of all you need a student visa- you need to go to the uk immigration and visa site and read the rules and the procedure quickest drive is location - 1 to location - 2	what do you think of the general of location - 1 ?	None
2065	you would likely have to share a bedsit first of all you need a student visa- you need to go to the uk immigration and visa site and read the rules and the procedure quickest drive is location - 1 to location - 2	what do you think of the price of location - 1 ?	None
2065	you would likely have to share a bedsit first of all you need a student visa- you need to go to the uk immigration and visa site and read the rules and the procedure quickest drive is location - 1 to location - 2	what do you think of the safety of location - 1 ?	None
2065	you would likely have to share a bedsit first of all you need a student visa- you need to go to the uk immigration and visa site and read the rules and the procedure quickest drive is location - 1 to location - 2	what do you think of the transit location of location - 1 ?	None
2066	whereas , the parents would say that they are surrey , location - 1 and essex respectively	what do you think of the general of location - 1 ?	None
2066	whereas , the parents would say that they are surrey , location - 1 and essex respectively	what do you think of the price of location - 1 ?	None
2066	whereas , the parents would say that they are surrey , location - 1 and essex respectively	what do you think of the safety of location - 1 ?	None
2066	whereas , the parents would say that they are surrey , location - 1 and essex respectively	what do you think of the transit location of location - 1 ?	None
2067	at the opening to location - 1 , there is a sculpture commemorating the weavers and spinners that used to live and work there ( but are no more )	what do you think of the general of location - 1 ?	None
2067	at the opening to location - 1 , there is a sculpture commemorating the weavers and spinners that used to live and work there ( but are no more )	what do you think of the price of location - 1 ?	None
2067	at the opening to location - 1 , there is a sculpture commemorating the weavers and spinners that used to live and work there ( but are no more )	what do you think of the safety of location - 1 ?	None
2067	at the opening to location - 1 , there is a sculpture commemorating the weavers and spinners that used to live and work there ( but are no more )	what do you think of the transit location of location - 1 ?	None
2068	some parts of location - 1 are very nice and fashionable but therefore pricey	what do you think of the general of location - 1 ?	Positive
2068	some parts of location - 1 are very nice and fashionable but therefore pricey	what do you think of the price of location - 1 ?	Negative
2068	some parts of location - 1 are very nice and fashionable but therefore pricey	what do you think of the safety of location - 1 ?	None
2068	some parts of location - 1 are very nice and fashionable but therefore pricey	what do you think of the transit location of location - 1 ?	None
2069	location - 1 is better that location - 1	what do you think of the general of location - 1 ?	Positive
2069	location - 1 is better that location - 1	what do you think of the price of location - 1 ?	None
2069	location - 1 is better that location - 1	what do you think of the safety of location - 1 ?	None
2069	location - 1 is better that location - 1	what do you think of the transit location of location - 1 ?	None
2070	i hope you could tell me about areas at the outskirts of the london ( location - 1 for example ) quieter and less expensive	what do you think of the general of location - 1 ?	None
2070	i hope you could tell me about areas at the outskirts of the london ( location - 1 for example ) quieter and less expensive	what do you think of the price of location - 1 ?	Positive
2070	i hope you could tell me about areas at the outskirts of the london ( location - 1 for example ) quieter and less expensive	what do you think of the safety of location - 1 ?	None
2070	i hope you could tell me about areas at the outskirts of the london ( location - 1 for example ) quieter and less expensive	what do you think of the transit location of location - 1 ?	None
2071	do n' t know much about location - 1	what do you think of the general of location - 1 ?	None
2071	do n' t know much about location - 1	what do you think of the price of location - 1 ?	None
2071	do n' t know much about location - 1	what do you think of the safety of location - 1 ?	None
2071	do n' t know much about location - 1	what do you think of the transit location of location - 1 ?	None
2072	sorry babe , that ' s not how it works here location - 1 around location - 2	what do you think of the general of location - 1 ?	None
2072	sorry babe , that ' s not how it works here location - 1 around location - 2	what do you think of the price of location - 1 ?	None
2072	sorry babe , that ' s not how it works here location - 1 around location - 2	what do you think of the safety of location - 1 ?	None
2072	sorry babe , that ' s not how it works here location - 1 around location - 2	what do you think of the transit location of location - 1 ?	None
2073	i live in location - 1 but am preparing to move out reluctantly because it is so expensive	what do you think of the general of location - 1 ?	None
2073	i live in location - 1 but am preparing to move out reluctantly because it is so expensive	what do you think of the price of location - 1 ?	Negative
2073	i live in location - 1 but am preparing to move out reluctantly because it is so expensive	what do you think of the safety of location - 1 ?	None
2073	i live in location - 1 but am preparing to move out reluctantly because it is so expensive	what do you think of the transit location of location - 1 ?	None
2074	i live in location - 1 which is one of the cheapest parts of london - if not the cheapest	what do you think of the general of location - 1 ?	None
2074	i live in location - 1 which is one of the cheapest parts of london - if not the cheapest	what do you think of the price of location - 1 ?	Positive
2074	i live in location - 1 which is one of the cheapest parts of london - if not the cheapest	what do you think of the safety of location - 1 ?	None
2074	i live in location - 1 which is one of the cheapest parts of london - if not the cheapest	what do you think of the transit location of location - 1 ?	None
2075	the whole location - 1 area has been rocketing upmarket ever since the new british library moved there	what do you think of the general of location - 1 ?	Positive
2075	the whole location - 1 area has been rocketing upmarket ever since the new british library moved there	what do you think of the price of location - 1 ?	None
2075	the whole location - 1 area has been rocketing upmarket ever since the new british library moved there	what do you think of the safety of location - 1 ?	None
2075	the whole location - 1 area has been rocketing upmarket ever since the new british library moved there	what do you think of the transit location of location - 1 ?	None
2076	i really do n' t think that location - 1 is a good comparison though location - 1 ' s a great place to live	what do you think of the general of location - 1 ?	None
2076	i really do n' t think that location - 1 is a good comparison though location - 1 ' s a great place to live	what do you think of the price of location - 1 ?	None
2076	i really do n' t think that location - 1 is a good comparison though location - 1 ' s a great place to live	what do you think of the safety of location - 1 ?	None
2076	i really do n' t think that location - 1 is a good comparison though location - 1 ' s a great place to live	what do you think of the transit location of location - 1 ?	None
2077	i would go for location - 1 myself though if you can afford it	what do you think of the general of location - 1 ?	Positive
2077	i would go for location - 1 myself though if you can afford it	what do you think of the price of location - 1 ?	Negative
2077	i would go for location - 1 myself though if you can afford it	what do you think of the safety of location - 1 ?	None
2077	i would go for location - 1 myself though if you can afford it	what do you think of the transit location of location - 1 ?	None
2078	any where but location - 1 , its rough and dangerous	what do you think of the general of location - 1 ?	Negative
2078	any where but location - 1 , its rough and dangerous	what do you think of the price of location - 1 ?	None
2078	any where but location - 1 , its rough and dangerous	what do you think of the safety of location - 1 ?	Negative
2078	any where but location - 1 , its rough and dangerous	what do you think of the transit location of location - 1 ?	None
2079	location - 1 is a good part of london to be going to uni	what do you think of the general of location - 1 ?	Positive
2079	location - 1 is a good part of london to be going to uni	what do you think of the price of location - 1 ?	None
2079	location - 1 is a good part of london to be going to uni	what do you think of the safety of location - 1 ?	None
2079	location - 1 is a good part of london to be going to uni	what do you think of the transit location of location - 1 ?	None
2080	jack straw lives in location - 1	what do you think of the general of location - 1 ?	None
2080	jack straw lives in location - 1	what do you think of the price of location - 1 ?	None
2080	jack straw lives in location - 1	what do you think of the safety of location - 1 ?	None
2080	jack straw lives in location - 1	what do you think of the transit location of location - 1 ?	None
2081	location - 1 is about as cosmopolitan as it gets	what do you think of the general of location - 1 ?	None
2081	location - 1 is about as cosmopolitan as it gets	what do you think of the price of location - 1 ?	None
2081	location - 1 is about as cosmopolitan as it gets	what do you think of the safety of location - 1 ?	None
2081	location - 1 is about as cosmopolitan as it gets	what do you think of the transit location of location - 1 ?	None
2082	location - 1 ' s alright , all the people i have met from there have been very friendly and the area ' s not too bad	what do you think of the general of location - 1 ?	Positive
2082	location - 1 ' s alright , all the people i have met from there have been very friendly and the area ' s not too bad	what do you think of the price of location - 1 ?	None
2082	location - 1 ' s alright , all the people i have met from there have been very friendly and the area ' s not too bad	what do you think of the safety of location - 1 ?	None
2082	location - 1 ' s alright , all the people i have met from there have been very friendly and the area ' s not too bad	what do you think of the transit location of location - 1 ?	None
2083	location - 1~ cute villagey area , where loads of celebs live ; very sweet shops , cafes etc	what do you think of the general of location - 1 ?	Positive
2083	location - 1~ cute villagey area , where loads of celebs live ; very sweet shops , cafes etc	what do you think of the price of location - 1 ?	None
2083	location - 1~ cute villagey area , where loads of celebs live ; very sweet shops , cafes etc	what do you think of the safety of location - 1 ?	None
2083	location - 1~ cute villagey area , where loads of celebs live ; very sweet shops , cafes etc	what do you think of the transit location of location - 1 ?	None
2084	location - 1 is not dangerous but it is an ugly jumble of concrete with no character	what do you think of the general of location - 1 ?	Negative
2084	location - 1 is not dangerous but it is an ugly jumble of concrete with no character	what do you think of the price of location - 1 ?	None
2084	location - 1 is not dangerous but it is an ugly jumble of concrete with no character	what do you think of the safety of location - 1 ?	Positive
2084	location - 1 is not dangerous but it is an ugly jumble of concrete with no character	what do you think of the transit location of location - 1 ?	None
2085	the cheapest area is probably the area around location - 1	what do you think of the general of location - 1 ?	None
2085	the cheapest area is probably the area around location - 1	what do you think of the price of location - 1 ?	Positive
2085	the cheapest area is probably the area around location - 1	what do you think of the safety of location - 1 ?	None
2085	the cheapest area is probably the area around location - 1	what do you think of the transit location of location - 1 ?	None
2086	areas that i dont feel quite so safe in places like location - 1	what do you think of the general of location - 1 ?	None
2086	areas that i dont feel quite so safe in places like location - 1	what do you think of the price of location - 1 ?	None
2086	areas that i dont feel quite so safe in places like location - 1	what do you think of the safety of location - 1 ?	Negative
2086	areas that i dont feel quite so safe in places like location - 1	what do you think of the transit location of location - 1 ?	None
2087	location - 1 is a pleasent , up-market , vibrant , cosmopolitan , young professional area	what do you think of the general of location - 1 ?	Positive
2087	location - 1 is a pleasent , up-market , vibrant , cosmopolitan , young professional area	what do you think of the price of location - 1 ?	None
2087	location - 1 is a pleasent , up-market , vibrant , cosmopolitan , young professional area	what do you think of the safety of location - 1 ?	None
2087	location - 1 is a pleasent , up-market , vibrant , cosmopolitan , young professional area	what do you think of the transit location of location - 1 ?	None
2088	as for location - 1	what do you think of the general of location - 1 ?	None
2088	as for location - 1	what do you think of the price of location - 1 ?	None
2088	as for location - 1	what do you think of the safety of location - 1 ?	None
2088	as for location - 1	what do you think of the transit location of location - 1 ?	None
2089	i do n' t know location - 2 but location - 1 has some very affordable properties if your renting or buying	what do you think of the general of location - 1 ?	None
2089	i do n' t know location - 2 but location - 1 has some very affordable properties if your renting or buying	what do you think of the price of location - 1 ?	Positive
2089	i do n' t know location - 2 but location - 1 has some very affordable properties if your renting or buying	what do you think of the safety of location - 1 ?	None
2089	i do n' t know location - 2 but location - 1 has some very affordable properties if your renting or buying	what do you think of the transit location of location - 1 ?	None
2090	the crime rate is high and someone just got killed in location - 1 recently , so i would n' t if i was you	what do you think of the general of location - 1 ?	None
2090	the crime rate is high and someone just got killed in location - 1 recently , so i would n' t if i was you	what do you think of the price of location - 1 ?	None
2090	the crime rate is high and someone just got killed in location - 1 recently , so i would n' t if i was you	what do you think of the safety of location - 1 ?	Negative
2090	the crime rate is high and someone just got killed in location - 1 recently , so i would n' t if i was you	what do you think of the transit location of location - 1 ?	None
2091	modern flats like in the location - 1 or old houses	what do you think of the general of location - 1 ?	None
2091	modern flats like in the location - 1 or old houses	what do you think of the price of location - 1 ?	None
2091	modern flats like in the location - 1 or old houses	what do you think of the safety of location - 1 ?	None
2091	modern flats like in the location - 1 or old houses	what do you think of the transit location of location - 1 ?	None
2092	try somewhere round location - 1	what do you think of the general of location - 1 ?	Positive
2092	try somewhere round location - 1	what do you think of the price of location - 1 ?	None
2092	try somewhere round location - 1	what do you think of the safety of location - 1 ?	None
2092	try somewhere round location - 1	what do you think of the transit location of location - 1 ?	None
2093	goldsmiths is an excellent uni : d but as has been said above , location - 1 is a bit of a skank area	what do you think of the general of location - 1 ?	Negative
2093	goldsmiths is an excellent uni : d but as has been said above , location - 1 is a bit of a skank area	what do you think of the price of location - 1 ?	None
2093	goldsmiths is an excellent uni : d but as has been said above , location - 1 is a bit of a skank area	what do you think of the safety of location - 1 ?	None
2093	goldsmiths is an excellent uni : d but as has been said above , location - 1 is a bit of a skank area	what do you think of the transit location of location - 1 ?	None
2094	i have lived in location - 1 in the past and that ' s quite nice but no train links	what do you think of the general of location - 1 ?	None
2094	i have lived in location - 1 in the past and that ' s quite nice but no train links	what do you think of the price of location - 1 ?	None
2094	i have lived in location - 1 in the past and that ' s quite nice but no train links	what do you think of the safety of location - 1 ?	None
2094	i have lived in location - 1 in the past and that ' s quite nice but no train links	what do you think of the transit location of location - 1 ?	Negative
2095	is location - 2 , location - 1 in london a good and safe area	what do you think of the general of location - 1 ?	None
2095	is location - 2 , location - 1 in london a good and safe area	what do you think of the price of location - 1 ?	None
2095	is location - 2 , location - 1 in london a good and safe area	what do you think of the safety of location - 1 ?	None
2095	is location - 2 , location - 1 in london a good and safe area	what do you think of the transit location of location - 1 ?	None
2096	the connections to central london are also very good if you live next to the location - 1 station	what do you think of the general of location - 1 ?	None
2096	the connections to central london are also very good if you live next to the location - 1 station	what do you think of the price of location - 1 ?	None
2096	the connections to central london are also very good if you live next to the location - 1 station	what do you think of the safety of location - 1 ?	None
2096	the connections to central london are also very good if you live next to the location - 1 station	what do you think of the transit location of location - 1 ?	Positive
2097	location - 1 is probably slightly cheaper	what do you think of the general of location - 1 ?	None
2097	location - 1 is probably slightly cheaper	what do you think of the price of location - 1 ?	Positive
2097	location - 1 is probably slightly cheaper	what do you think of the safety of location - 1 ?	None
2097	location - 1 is probably slightly cheaper	what do you think of the transit location of location - 1 ?	None
2098	org/wiki/london boro location - 1 is in the ' east end ' 	what do you think of the general of location - 1 ?	None
2098	org/wiki/london boro location - 1 is in the ' east end ' 	what do you think of the price of location - 1 ?	None
2098	org/wiki/london boro location - 1 is in the ' east end ' 	what do you think of the safety of location - 1 ?	None
2098	org/wiki/london boro location - 1 is in the ' east end ' 	what do you think of the transit location of location - 1 ?	None
2099	tel : 020 77270033 mobile : 0788 1872799 email : email : nearest tube station is location - 1	what do you think of the general of location - 1 ?	None
