id	original_sentence	auxiliary_sentence	label_id	label
240	Authentic Shanghai style and I cannot recommend a better Shanghai place in New York.	what do you think of the anecdotes of it ?	4	none
240	Authentic Shanghai style and I cannot recommend a better Shanghai place in New York.	what do you think of the food of it ?	4	none
240	Authentic Shanghai style and I cannot recommend a better Shanghai place in New York.	what do you think of the ambience of it ?	0	positive
240	Authentic Shanghai style and I cannot recommend a better Shanghai place in New York.	what do you think of the service of it ?	4	none
2030	Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.	what do you think of the price of it ?	4	none
2030	Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.	what do you think of the anecdotes of it ?	4	none
2030	Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.	what do you think of the food of it ?	4	none
2030	Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.	what do you think of the ambience of it ?	4	none
2030	Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.	what do you think of the service of it ?	0	positive
3000	Perhaps the last reviewer (who stated she was treated with attitude) lives in a parallel universe because I have never had anything but a perfect experience at Yasuda.	what do you think of the price of it ?	4	none
3000	Perhaps the last reviewer (who stated she was treated with attitude) lives in a parallel universe because I have never had anything but a perfect experience at Yasuda.	what do you think of the anecdotes of it ?	3	conflict
3000	Perhaps the last reviewer (who stated she was treated with attitude) lives in a parallel universe because I have never had anything but a perfect experience at Yasuda.	what do you think of the food of it ?	4	none
3000	Perhaps the last reviewer (who stated she was treated with attitude) lives in a parallel universe because I have never had anything but a perfect experience at Yasuda.	what do you think of the ambience of it ?	4	none
3000	Perhaps the last reviewer (who stated she was treated with attitude) lives in a parallel universe because I have never had anything but a perfect experience at Yasuda.	what do you think of the service of it ?	4	none
2842	That said, I thought Scalini Fedeli was one of the best dining experiences I've EVER had.	what do you think of the price of it ?	4	none
2842	That said, I thought Scalini Fedeli was one of the best dining experiences I've EVER had.	what do you think of the anecdotes of it ?	0	positive
2842	That said, I thought Scalini Fedeli was one of the best dining experiences I've EVER had.	what do you think of the food of it ?	4	none
2842	That said, I thought Scalini Fedeli was one of the best dining experiences I've EVER had.	what do you think of the ambience of it ?	4	none
2842	That said, I thought Scalini Fedeli was one of the best dining experiences I've EVER had.	what do you think of the service of it ?	4	none
2005	Everything about this restaurant was special.	what do you think of the price of it ?	4	none
2005	Everything about this restaurant was special.	what do you think of the anecdotes of it ?	0	positive
2005	Everything about this restaurant was special.	what do you think of the food of it ?	4	none
2005	Everything about this restaurant was special.	what do you think of the ambience of it ?	4	none
2005	Everything about this restaurant was special.	what do you think of the service of it ?	4	none
3239	Because we didn't have a reservation, we could only sit in the back garden, but it was great, secluded and perfect in nice weather.	what do you think of the price of it ?	4	none
3239	Because we didn't have a reservation, we could only sit in the back garden, but it was great, secluded and perfect in nice weather.	what do you think of the anecdotes of it ?	4	none
3239	Because we didn't have a reservation, we could only sit in the back garden, but it was great, secluded and perfect in nice weather.	what do you think of the food of it ?	4	none
3239	Because we didn't have a reservation, we could only sit in the back garden, but it was great, secluded and perfect in nice weather.	what do you think of the ambience of it ?	0	positive
3239	Because we didn't have a reservation, we could only sit in the back garden, but it was great, secluded and perfect in nice weather.	what do you think of the service of it ?	4	none
1660	Stuffing yourself with Japanese food is a rare thing.	what do you think of the price of it ?	4	none
1660	Stuffing yourself with Japanese food is a rare thing.	what do you think of the anecdotes of it ?	4	none
1660	Stuffing yourself with Japanese food is a rare thing.	what do you think of the food of it ?	1	neutral
1660	Stuffing yourself with Japanese food is a rare thing.	what do you think of the ambience of it ?	4	none
1660	Stuffing yourself with Japanese food is a rare thing.	what do you think of the service of it ?	4	none
1145	I try my best to give an accurate description of any establishment visited.	what do you think of the price of it ?	4	none
1145	I try my best to give an accurate description of any establishment visited.	what do you think of the anecdotes of it ?	1	neutral
1145	I try my best to give an accurate description of any establishment visited.	what do you think of the food of it ?	4	none
1145	I try my best to give an accurate description of any establishment visited.	what do you think of the ambience of it ?	4	none
1145	I try my best to give an accurate description of any establishment visited.	what do you think of the service of it ?	4	none
2855	While the food was good (certainly no Il Mulino) the service was horrendous.	what do you think of the price of it ?	4	none
2855	While the food was good (certainly no Il Mulino) the service was horrendous.	what do you think of the anecdotes of it ?	4	none
2855	While the food was good (certainly no Il Mulino) the service was horrendous.	what do you think of the food of it ?	0	positive
2855	While the food was good (certainly no Il Mulino) the service was horrendous.	what do you think of the ambience of it ?	4	none
2855	While the food was good (certainly no Il Mulino) the service was horrendous.	what do you think of the service of it ?	2	negative
652	It is expensive but well worth the money.	what do you think of the price of it ?	3	conflict
652	It is expensive but well worth the money.	what do you think of the anecdotes of it ?	4	none
652	It is expensive but well worth the money.	what do you think of the food of it ?	4	none
652	It is expensive but well worth the money.	what do you think of the ambience of it ?	4	none
652	It is expensive but well worth the money.	what do you think of the service of it ?	4	none
2774	Service is not what one would expect from a joint in this price category.	what do you think of the price of it ?	4	none
2774	Service is not what one would expect from a joint in this price category.	what do you think of the anecdotes of it ?	4	none
2774	Service is not what one would expect from a joint in this price category.	what do you think of the food of it ?	4	none
2774	Service is not what one would expect from a joint in this price category.	what do you think of the ambience of it ?	4	none
2774	Service is not what one would expect from a joint in this price category.	what do you think of the service of it ?	2	negative
1575	Our family never expected such incredible entertainment in a restaurant.	what do you think of the price of it ?	4	none
1575	Our family never expected such incredible entertainment in a restaurant.	what do you think of the anecdotes of it ?	4	none
1575	Our family never expected such incredible entertainment in a restaurant.	what do you think of the food of it ?	4	none
1575	Our family never expected such incredible entertainment in a restaurant.	what do you think of the ambience of it ?	0	positive
1575	Our family never expected such incredible entertainment in a restaurant.	what do you think of the service of it ?	4	none
2908	i would recommend reservations on weekends though.	what do you think of the price of it ?	4	none
2908	i would recommend reservations on weekends though.	what do you think of the anecdotes of it ?	1	neutral
2908	i would recommend reservations on weekends though.	what do you think of the food of it ?	4	none
2908	i would recommend reservations on weekends though.	what do you think of the ambience of it ?	4	none
2908	i would recommend reservations on weekends though.	what do you think of the service of it ?	4	none
423	There are many Thai places in the city but so far Toons is #1.	what do you think of the price of it ?	4	none
423	There are many Thai places in the city but so far Toons is #1.	what do you think of the anecdotes of it ?	0	positive
423	There are many Thai places in the city but so far Toons is #1.	what do you think of the food of it ?	4	none
423	There are many Thai places in the city but so far Toons is #1.	what do you think of the ambience of it ?	4	none
423	There are many Thai places in the city but so far Toons is #1.	what do you think of the service of it ?	4	none
1608	Great pizza for lunch place.	what do you think of the price of it ?	4	none
1608	Great pizza for lunch place.	what do you think of the anecdotes of it ?	4	none
1608	Great pizza for lunch place.	what do you think of the food of it ?	0	positive
1608	Great pizza for lunch place.	what do you think of the ambience of it ?	4	none
1608	Great pizza for lunch place.	what do you think of the service of it ?	4	none
835	The food was very expensive (we spent $160 for lunch for two) but extremely tasty.	what do you think of the price of it ?	2	negative
835	The food was very expensive (we spent $160 for lunch for two) but extremely tasty.	what do you think of the anecdotes of it ?	4	none
835	The food was very expensive (we spent $160 for lunch for two) but extremely tasty.	what do you think of the food of it ?	0	positive
835	The food was very expensive (we spent $160 for lunch for two) but extremely tasty.	what do you think of the ambience of it ?	4	none
835	The food was very expensive (we spent $160 for lunch for two) but extremely tasty.	what do you think of the service of it ?	4	none
1431	I don't think I would go again.	what do you think of the price of it ?	4	none
1431	I don't think I would go again.	what do you think of the anecdotes of it ?	2	negative
1431	I don't think I would go again.	what do you think of the food of it ?	4	none
1431	I don't think I would go again.	what do you think of the ambience of it ?	4	none
1431	I don't think I would go again.	what do you think of the service of it ?	4	none
377	We were a group of 8 and well seved.	what do you think of the price of it ?	4	none
377	We were a group of 8 and well seved.	what do you think of the anecdotes of it ?	1	neutral
377	We were a group of 8 and well seved.	what do you think of the food of it ?	4	none
377	We were a group of 8 and well seved.	what do you think of the ambience of it ?	4	none
377	We were a group of 8 and well seved.	what do you think of the service of it ?	0	positive
3222	And that's no mean feat...	what do you think of the price of it ?	4	none
3222	And that's no mean feat...	what do you think of the anecdotes of it ?	1	neutral
3222	And that's no mean feat...	what do you think of the food of it ?	4	none
3222	And that's no mean feat...	what do you think of the ambience of it ?	4	none
3222	And that's no mean feat...	what do you think of the service of it ?	4	none
125	I often go there to eat with my family.	what do you think of the price of it ?	4	none
125	I often go there to eat with my family.	what do you think of the anecdotes of it ?	1	neutral
125	I often go there to eat with my family.	what do you think of the food of it ?	4	none
125	I often go there to eat with my family.	what do you think of the ambience of it ?	4	none
125	I often go there to eat with my family.	what do you think of the service of it ?	4	none
3342	I wish they would change back to what it was before.	what do you think of the price of it ?	4	none
3342	I wish they would change back to what it was before.	what do you think of the anecdotes of it ?	2	negative
3342	I wish they would change back to what it was before.	what do you think of the food of it ?	4	none
3342	I wish they would change back to what it was before.	what do you think of the ambience of it ?	4	none
3342	I wish they would change back to what it was before.	what do you think of the service of it ?	4	none
2808	The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.	what do you think of the price of it ?	4	none
2808	The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.	what do you think of the anecdotes of it ?	4	none
2808	The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.	what do you think of the food of it ?	0	positive
2808	The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.	what do you think of the ambience of it ?	0	positive
2808	The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.	what do you think of the service of it ?	0	positive
1298	NO PIZZA 33 for me!	what do you think of the price of it ?	4	none
1298	NO PIZZA 33 for me!	what do you think of the anecdotes of it ?	2	negative
1298	NO PIZZA 33 for me!	what do you think of the food of it ?	4	none
1298	NO PIZZA 33 for me!	what do you think of the ambience of it ?	4	none
1298	NO PIZZA 33 for me!	what do you think of the service of it ?	4	none
2183	I LOVE their spicy scallop roll, and my boyfriend consistently gets the sesame chicken.	what do you think of the price of it ?	4	none
2183	I LOVE their spicy scallop roll, and my boyfriend consistently gets the sesame chicken.	what do you think of the anecdotes of it ?	4	none
2183	I LOVE their spicy scallop roll, and my boyfriend consistently gets the sesame chicken.	what do you think of the food of it ?	0	positive
2183	I LOVE their spicy scallop roll, and my boyfriend consistently gets the sesame chicken.	what do you think of the ambience of it ?	4	none
2183	I LOVE their spicy scallop roll, and my boyfriend consistently gets the sesame chicken.	what do you think of the service of it ?	4	none
2841	I'm no food critic, but I'd like to think I have a tiny bit of experience under my belt having lived in NY for the last 11 years.	what do you think of the price of it ?	4	none
2841	I'm no food critic, but I'd like to think I have a tiny bit of experience under my belt having lived in NY for the last 11 years.	what do you think of the anecdotes of it ?	1	neutral
2841	I'm no food critic, but I'd like to think I have a tiny bit of experience under my belt having lived in NY for the last 11 years.	what do you think of the food of it ?	4	none
2841	I'm no food critic, but I'd like to think I have a tiny bit of experience under my belt having lived in NY for the last 11 years.	what do you think of the ambience of it ?	4	none
2841	I'm no food critic, but I'd like to think I have a tiny bit of experience under my belt having lived in NY for the last 11 years.	what do you think of the service of it ?	4	none
1418	I noted it was crossed off on the bill.	what do you think of the price of it ?	4	none
1418	I noted it was crossed off on the bill.	what do you think of the anecdotes of it ?	1	neutral
1418	I noted it was crossed off on the bill.	what do you think of the food of it ?	4	none
1418	I noted it was crossed off on the bill.	what do you think of the ambience of it ?	4	none
1418	I noted it was crossed off on the bill.	what do you think of the service of it ?	4	none
2208	Needless to say, I'm never going back and you should be wary too.	what do you think of the price of it ?	4	none
2208	Needless to say, I'm never going back and you should be wary too.	what do you think of the anecdotes of it ?	2	negative
2208	Needless to say, I'm never going back and you should be wary too.	what do you think of the food of it ?	4	none
2208	Needless to say, I'm never going back and you should be wary too.	what do you think of the ambience of it ?	4	none
2208	Needless to say, I'm never going back and you should be wary too.	what do you think of the service of it ?	4	none
287	Best dish is nori-wrapped tuna.	what do you think of the price of it ?	4	none
287	Best dish is nori-wrapped tuna.	what do you think of the anecdotes of it ?	4	none
287	Best dish is nori-wrapped tuna.	what do you think of the food of it ?	0	positive
287	Best dish is nori-wrapped tuna.	what do you think of the ambience of it ?	4	none
287	Best dish is nori-wrapped tuna.	what do you think of the service of it ?	4	none
814	The food was absolutely amazing!!	what do you think of the price of it ?	4	none
814	The food was absolutely amazing!!	what do you think of the anecdotes of it ?	4	none
814	The food was absolutely amazing!!	what do you think of the food of it ?	0	positive
814	The food was absolutely amazing!!	what do you think of the ambience of it ?	4	none
814	The food was absolutely amazing!!	what do you think of the service of it ?	4	none
3112	Some servers make you feel like they are doing you a favor to bring you the food.	what do you think of the price of it ?	4	none
3112	Some servers make you feel like they are doing you a favor to bring you the food.	what do you think of the anecdotes of it ?	4	none
3112	Some servers make you feel like they are doing you a favor to bring you the food.	what do you think of the food of it ?	4	none
3112	Some servers make you feel like they are doing you a favor to bring you the food.	what do you think of the ambience of it ?	4	none
3112	Some servers make you feel like they are doing you a favor to bring you the food.	what do you think of the service of it ?	2	negative
2413	An excellent alternative to fast food joints and ordering in but, the food was slightly disappointing.	what do you think of the price of it ?	4	none
2413	An excellent alternative to fast food joints and ordering in but, the food was slightly disappointing.	what do you think of the anecdotes of it ?	0	positive
2413	An excellent alternative to fast food joints and ordering in but, the food was slightly disappointing.	what do you think of the food of it ?	2	negative
2413	An excellent alternative to fast food joints and ordering in but, the food was slightly disappointing.	what do you think of the ambience of it ?	4	none
2413	An excellent alternative to fast food joints and ordering in but, the food was slightly disappointing.	what do you think of the service of it ?	4	none
3435	Mermaid Inn is an overall good restaurant with really good seafood.	what do you think of the price of it ?	4	none
3435	Mermaid Inn is an overall good restaurant with really good seafood.	what do you think of the anecdotes of it ?	0	positive
3435	Mermaid Inn is an overall good restaurant with really good seafood.	what do you think of the food of it ?	0	positive
3435	Mermaid Inn is an overall good restaurant with really good seafood.	what do you think of the ambience of it ?	4	none
3435	Mermaid Inn is an overall good restaurant with really good seafood.	what do you think of the service of it ?	4	none
914	I work around the corner and tried it with a colleague for the first time.	what do you think of the price of it ?	4	none
914	I work around the corner and tried it with a colleague for the first time.	what do you think of the anecdotes of it ?	1	neutral
914	I work around the corner and tried it with a colleague for the first time.	what do you think of the food of it ?	4	none
914	I work around the corner and tried it with a colleague for the first time.	what do you think of the ambience of it ?	4	none
914	I work around the corner and tried it with a colleague for the first time.	what do you think of the service of it ?	4	none
2695	I went here with my boyfriend and another couple.	what do you think of the price of it ?	4	none
2695	I went here with my boyfriend and another couple.	what do you think of the anecdotes of it ?	1	neutral
2695	I went here with my boyfriend and another couple.	what do you think of the food of it ?	4	none
2695	I went here with my boyfriend and another couple.	what do you think of the ambience of it ?	4	none
2695	I went here with my boyfriend and another couple.	what do you think of the service of it ?	4	none
664	The staff is also attentive and friendly.	what do you think of the price of it ?	4	none
664	The staff is also attentive and friendly.	what do you think of the anecdotes of it ?	4	none
664	The staff is also attentive and friendly.	what do you think of the food of it ?	4	none
664	The staff is also attentive and friendly.	what do you think of the ambience of it ?	4	none
664	The staff is also attentive and friendly.	what do you think of the service of it ?	0	positive
1644	The all you can eat deal is truly amazing here.	what do you think of the price of it ?	0	positive
1644	The all you can eat deal is truly amazing here.	what do you think of the anecdotes of it ?	4	none
1644	The all you can eat deal is truly amazing here.	what do you think of the food of it ?	4	none
1644	The all you can eat deal is truly amazing here.	what do you think of the ambience of it ?	4	none
1644	The all you can eat deal is truly amazing here.	what do you think of the service of it ?	4	none
2036	That is a problem since we paid about 20 bucks a dish, and had to order 5 dishes to get a decent taste.	what do you think of the price of it ?	2	negative
2036	That is a problem since we paid about 20 bucks a dish, and had to order 5 dishes to get a decent taste.	what do you think of the anecdotes of it ?	4	none
2036	That is a problem since we paid about 20 bucks a dish, and had to order 5 dishes to get a decent taste.	what do you think of the food of it ?	2	negative
2036	That is a problem since we paid about 20 bucks a dish, and had to order 5 dishes to get a decent taste.	what do you think of the ambience of it ?	4	none
2036	That is a problem since we paid about 20 bucks a dish, and had to order 5 dishes to get a decent taste.	what do you think of the service of it ?	4	none
1880	This is definitely a place that provides the best experience, though, to both A-listers and people walking in off the street.	what do you think of the price of it ?	4	none
1880	This is definitely a place that provides the best experience, though, to both A-listers and people walking in off the street.	what do you think of the anecdotes of it ?	0	positive
1880	This is definitely a place that provides the best experience, though, to both A-listers and people walking in off the street.	what do you think of the food of it ?	4	none
1880	This is definitely a place that provides the best experience, though, to both A-listers and people walking in off the street.	what do you think of the ambience of it ?	4	none
1880	This is definitely a place that provides the best experience, though, to both A-listers and people walking in off the street.	what do you think of the service of it ?	4	none
2101	They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.	what do you think of the price of it ?	2	negative
2101	They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.	what do you think of the anecdotes of it ?	4	none
2101	They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.	what do you think of the food of it ?	2	negative
2101	They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.	what do you think of the ambience of it ?	4	none
2101	They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.	what do you think of the service of it ?	4	none
2113	first it took us a long time to find the place.	what do you think of the price of it ?	4	none
2113	first it took us a long time to find the place.	what do you think of the anecdotes of it ?	2	negative
2113	first it took us a long time to find the place.	what do you think of the food of it ?	4	none
2113	first it took us a long time to find the place.	what do you think of the ambience of it ?	4	none
2113	first it took us a long time to find the place.	what do you think of the service of it ?	4	none
1822	All of the pizzas are terrific and the price is even better!	what do you think of the price of it ?	0	positive
1822	All of the pizzas are terrific and the price is even better!	what do you think of the anecdotes of it ?	4	none
1822	All of the pizzas are terrific and the price is even better!	what do you think of the food of it ?	0	positive
1822	All of the pizzas are terrific and the price is even better!	what do you think of the ambience of it ?	4	none
1822	All of the pizzas are terrific and the price is even better!	what do you think of the service of it ?	4	none
2537	It is about FOOD and Ambiance, and imagine how dreadful it will be it we only had to listen to an idle engine.	what do you think of the price of it ?	4	none
2537	It is about FOOD and Ambiance, and imagine how dreadful it will be it we only had to listen to an idle engine.	what do you think of the anecdotes of it ?	4	none
2537	It is about FOOD and Ambiance, and imagine how dreadful it will be it we only had to listen to an idle engine.	what do you think of the food of it ?	2	negative
2537	It is about FOOD and Ambiance, and imagine how dreadful it will be it we only had to listen to an idle engine.	what do you think of the ambience of it ?	2	negative
2537	It is about FOOD and Ambiance, and imagine how dreadful it will be it we only had to listen to an idle engine.	what do you think of the service of it ?	4	none
1594	The food was good too.	what do you think of the price of it ?	4	none
1594	The food was good too.	what do you think of the anecdotes of it ?	4	none
1594	The food was good too.	what do you think of the food of it ?	0	positive
1594	The food was good too.	what do you think of the ambience of it ?	4	none
1594	The food was good too.	what do you think of the service of it ?	4	none
3459	We have tried every Thai restaurant between Atlantic Avenue and 4th Streets, and Joya is the best.	what do you think of the price of it ?	4	none
3459	We have tried every Thai restaurant between Atlantic Avenue and 4th Streets, and Joya is the best.	what do you think of the anecdotes of it ?	0	positive
3459	We have tried every Thai restaurant between Atlantic Avenue and 4th Streets, and Joya is the best.	what do you think of the food of it ?	4	none
3459	We have tried every Thai restaurant between Atlantic Avenue and 4th Streets, and Joya is the best.	what do you think of the ambience of it ?	4	none
3459	We have tried every Thai restaurant between Atlantic Avenue and 4th Streets, and Joya is the best.	what do you think of the service of it ?	4	none
3572	Immediately after we paid, the waiter took the money and said, okay, you guys are outta here.	what do you think of the price of it ?	4	none
3572	Immediately after we paid, the waiter took the money and said, okay, you guys are outta here.	what do you think of the anecdotes of it ?	4	none
3572	Immediately after we paid, the waiter took the money and said, okay, you guys are outta here.	what do you think of the food of it ?	4	none
3572	Immediately after we paid, the waiter took the money and said, okay, you guys are outta here.	what do you think of the ambience of it ?	4	none
3572	Immediately after we paid, the waiter took the money and said, okay, you guys are outta here.	what do you think of the service of it ?	2	negative
845	The dining room is quietly elegant with no music to shout over -- how refreshing!	what do you think of the price of it ?	4	none
845	The dining room is quietly elegant with no music to shout over -- how refreshing!	what do you think of the anecdotes of it ?	4	none
845	The dining room is quietly elegant with no music to shout over -- how refreshing!	what do you think of the food of it ?	4	none
845	The dining room is quietly elegant with no music to shout over -- how refreshing!	what do you think of the ambience of it ?	0	positive
845	The dining room is quietly elegant with no music to shout over -- how refreshing!	what do you think of the service of it ?	4	none
3004	Admittedly, this is not the place for gigantic pieces of fish overflowing the plate (and thank goodness, in my opinion) but for simple, elegant sushi there is no better place in New York or anywhere in the US.	what do you think of the price of it ?	4	none
3004	Admittedly, this is not the place for gigantic pieces of fish overflowing the plate (and thank goodness, in my opinion) but for simple, elegant sushi there is no better place in New York or anywhere in the US.	what do you think of the anecdotes of it ?	4	none
3004	Admittedly, this is not the place for gigantic pieces of fish overflowing the plate (and thank goodness, in my opinion) but for simple, elegant sushi there is no better place in New York or anywhere in the US.	what do you think of the food of it ?	0	positive
3004	Admittedly, this is not the place for gigantic pieces of fish overflowing the plate (and thank goodness, in my opinion) but for simple, elegant sushi there is no better place in New York or anywhere in the US.	what do you think of the ambience of it ?	4	none
3004	Admittedly, this is not the place for gigantic pieces of fish overflowing the plate (and thank goodness, in my opinion) but for simple, elegant sushi there is no better place in New York or anywhere in the US.	what do you think of the service of it ?	4	none
2441	I am a die hard peep lover.	what do you think of the price of it ?	4	none
2441	I am a die hard peep lover.	what do you think of the anecdotes of it ?	0	positive
2441	I am a die hard peep lover.	what do you think of the food of it ?	4	none
2441	I am a die hard peep lover.	what do you think of the ambience of it ?	4	none
2441	I am a die hard peep lover.	what do you think of the service of it ?	4	none
965	Once you become a regular, you are treated as one.	what do you think of the price of it ?	4	none
965	Once you become a regular, you are treated as one.	what do you think of the anecdotes of it ?	4	none
965	Once you become a regular, you are treated as one.	what do you think of the food of it ?	4	none
965	Once you become a regular, you are treated as one.	what do you think of the ambience of it ?	4	none
965	Once you become a regular, you are treated as one.	what do you think of the service of it ?	0	positive
1327	The menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them.	what do you think of the price of it ?	4	none
1327	The menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them.	what do you think of the anecdotes of it ?	4	none
1327	The menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them.	what do you think of the food of it ?	0	positive
1327	The menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them.	what do you think of the ambience of it ?	4	none
1327	The menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them.	what do you think of the service of it ?	4	none
1615	Everyone treats you like you were part of the family.	what do you think of the price of it ?	4	none
1615	Everyone treats you like you were part of the family.	what do you think of the anecdotes of it ?	4	none
1615	Everyone treats you like you were part of the family.	what do you think of the food of it ?	4	none
1615	Everyone treats you like you were part of the family.	what do you think of the ambience of it ?	4	none
1615	Everyone treats you like you were part of the family.	what do you think of the service of it ?	0	positive
2681	The white bean brushetta to start was incredible and the pasta was phenomenal.	what do you think of the price of it ?	4	none
2681	The white bean brushetta to start was incredible and the pasta was phenomenal.	what do you think of the anecdotes of it ?	4	none
2681	The white bean brushetta to start was incredible and the pasta was phenomenal.	what do you think of the food of it ?	0	positive
2681	The white bean brushetta to start was incredible and the pasta was phenomenal.	what do you think of the ambience of it ?	4	none
2681	The white bean brushetta to start was incredible and the pasta was phenomenal.	what do you think of the service of it ?	4	none
3361	The rest of the menu is limited by everything is good eats.	what do you think of the price of it ?	4	none
3361	The rest of the menu is limited by everything is good eats.	what do you think of the anecdotes of it ?	4	none
3361	The rest of the menu is limited by everything is good eats.	what do you think of the food of it ?	3	conflict
3361	The rest of the menu is limited by everything is good eats.	what do you think of the ambience of it ?	4	none
3361	The rest of the menu is limited by everything is good eats.	what do you think of the service of it ?	4	none
789	The menu is nothing like the one on the website.	what do you think of the price of it ?	4	none
789	The menu is nothing like the one on the website.	what do you think of the anecdotes of it ?	4	none
789	The menu is nothing like the one on the website.	what do you think of the food of it ?	2	negative
789	The menu is nothing like the one on the website.	what do you think of the ambience of it ?	4	none
789	The menu is nothing like the one on the website.	what do you think of the service of it ?	4	none
782	Great food, great lay out and awesome service.	what do you think of the price of it ?	4	none
782	Great food, great lay out and awesome service.	what do you think of the anecdotes of it ?	4	none
782	Great food, great lay out and awesome service.	what do you think of the food of it ?	0	positive
782	Great food, great lay out and awesome service.	what do you think of the ambience of it ?	0	positive
782	Great food, great lay out and awesome service.	what do you think of the service of it ?	0	positive
3148	Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.	what do you think of the price of it ?	4	none
3148	Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.	what do you think of the anecdotes of it ?	4	none
3148	Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.	what do you think of the food of it ?	4	none
3148	Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.	what do you think of the ambience of it ?	4	none
3148	Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.	what do you think of the service of it ?	2	negative
2203	SEA has become so popular that they've let it go to their heads.	what do you think of the price of it ?	4	none
2203	SEA has become so popular that they've let it go to their heads.	what do you think of the anecdotes of it ?	2	negative
2203	SEA has become so popular that they've let it go to their heads.	what do you think of the food of it ?	4	none
2203	SEA has become so popular that they've let it go to their heads.	what do you think of the ambience of it ?	4	none
2203	SEA has become so popular that they've let it go to their heads.	what do you think of the service of it ?	4	none
3661	We walked in on a Wednesday night and were seated promptly.	what do you think of the price of it ?	4	none
3661	We walked in on a Wednesday night and were seated promptly.	what do you think of the anecdotes of it ?	4	none
3661	We walked in on a Wednesday night and were seated promptly.	what do you think of the food of it ?	4	none
3661	We walked in on a Wednesday night and were seated promptly.	what do you think of the ambience of it ?	4	none
3661	We walked in on a Wednesday night and were seated promptly.	what do you think of the service of it ?	0	positive
1403	Chennai Garden is my favorite Indian restaurant in the city.	what do you think of the price of it ?	4	none
1403	Chennai Garden is my favorite Indian restaurant in the city.	what do you think of the anecdotes of it ?	0	positive
1403	Chennai Garden is my favorite Indian restaurant in the city.	what do you think of the food of it ?	4	none
1403	Chennai Garden is my favorite Indian restaurant in the city.	what do you think of the ambience of it ?	4	none
1403	Chennai Garden is my favorite Indian restaurant in the city.	what do you think of the service of it ?	4	none
3682	The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.	what do you think of the price of it ?	4	none
3682	The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.	what do you think of the anecdotes of it ?	4	none
3682	The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.	what do you think of the food of it ?	4	none
3682	The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.	what do you think of the ambience of it ?	4	none
3682	The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.	what do you think of the service of it ?	0	positive
2727	Oh yeah ever on the west side try there sister resturant Arties Cafe.	what do you think of the price of it ?	4	none
2727	Oh yeah ever on the west side try there sister resturant Arties Cafe.	what do you think of the anecdotes of it ?	0	positive
2727	Oh yeah ever on the west side try there sister resturant Arties Cafe.	what do you think of the food of it ?	4	none
2727	Oh yeah ever on the west side try there sister resturant Arties Cafe.	what do you think of the ambience of it ?	4	none
2727	Oh yeah ever on the west side try there sister resturant Arties Cafe.	what do you think of the service of it ?	4	none
2293	(Besides that there should be more restaurants like it around the city).	what do you think of the price of it ?	4	none
2293	(Besides that there should be more restaurants like it around the city).	what do you think of the anecdotes of it ?	0	positive
2293	(Besides that there should be more restaurants like it around the city).	what do you think of the food of it ?	4	none
2293	(Besides that there should be more restaurants like it around the city).	what do you think of the ambience of it ?	4	none
2293	(Besides that there should be more restaurants like it around the city).	what do you think of the service of it ?	4	none
2119	My roommate and I LOVE this place.	what do you think of the price of it ?	4	none
2119	My roommate and I LOVE this place.	what do you think of the anecdotes of it ?	0	positive
2119	My roommate and I LOVE this place.	what do you think of the food of it ?	4	none
